GAME_DATE,TEAM_NAME,MATCHUP,WIN,PTS,IS_HOME
2022-07-05,Seattle Storm,SEA @ IND,1,95,0
2022-07-05,Philadelphia 76ers,PHI vs. MEM,0,99,1
2022-07-05,Sacramento Kings,SAC @ LAL,1,87,0
2022-07-05,Indiana Fever,IND vs. SEA,0,73,1
2022-07-05,Utah Jazz,UTA vs. OKC,0,7,1
2022-07-05,Connecticut Sun,CON @ DAL,0,71,0
2022-07-05,Memphis Grizzlies,MEM @ PHI,1,103,0
2022-07-05,Los Angeles Lakers,LAL vs. SAC,0,75,1
2022-07-04,Phoenix Mercury,PHO @ LAS,0,75,0
2022-07-04,Los Angeles Sparks,LAS vs. PHO,1,78,1
2022-07-03,Los Angeles Lakers,LAL @ GSW,1,100,0
2022-07-03,Washington Mystics,WAS @ CON,0,72,0
2022-07-03,Atlanta Dream,ATL vs. SEA,1,90,1
2022-07-03,Las Vegas Aces,LVA @ MIN,0,71,0
2022-07-03,Miami Heat,MIA @ SAC,0,64,0
2022-07-03,New York Liberty,NYL @ LAS,0,74,0
2022-07-03,Minnesota Lynx,MIN vs. LVA,1,102,1
2022-07-03,Sacramento Kings,SAC vs. MIA,1,81,1
2022-07-03,Los Angeles Sparks,LAS vs. NYL,1,84,1
2022-07-03,Connecticut Sun,CON vs. WAS,1,74,1
2022-07-03,Golden State Warriors,GSW vs. LAL,0,77,1
2022-07-03,Seattle Storm,SEA @ ATL,0,76,0
2022-07-02,Los Angeles Lakers,LAL @ MIA,1,100,0
2022-07-02,Miami Heat,MIA vs. LAL,0,66,1
2022-07-02,Golden State Warriors,GSW vs. SAC,0,68,1
2022-07-02,Phoenix Mercury,PHO @ CHI,0,75,0
2022-07-02,Chicago Sky,CHI vs. PHO,1,91,1
2022-07-02,Sacramento Kings,SAC @ GSW,1,86,0
2022-07-01,Las Vegas Aces,LVA @ MIN,1,91,0
2022-07-01,Seattle Storm,SEA vs. IND,1,73,1
2022-07-01,Minnesota Lynx,MIN vs. LVA,0,85,1
2022-07-01,Dallas Wings,DAL vs. LAS,0,89,1
2022-07-01,Indiana Fever,IND @ SEA,0,57,0
2022-07-01,Los Angeles Sparks,LAS @ DAL,1,97,0
2022-06-30,Atlanta Dream,ATL @ NYL,1,92,0
2022-06-30,New York Liberty,NYL vs. ATL,0,81,1
2022-06-29,Seattle Storm,SEA vs. LVA,1,88,1
2022-06-29,Indiana Fever,IND @ PHO,0,78,0
2022-06-29,Connecticut Sun,CON @ CHI,0,83,0
2022-06-29,Phoenix Mercury,PHO vs. IND,1,99,1
2022-06-29,Las Vegas Aces,LVA @ SEA,0,78,0
2022-06-29,Chicago Sky,CHI vs. CON,1,91,1
2022-06-28,Dallas Wings,DAL @ MIN,0,64,0
2022-06-28,Minnesota Lynx,MIN vs. DAL,1,92,1
2022-06-28,Atlanta Dream,ATL @ WAS,0,74,0
2022-06-28,Washington Mystics,WAS vs. ATL,1,92,1
2022-06-27,Indiana Fever,IND @ PHO,0,71,0
2022-06-27,Las Vegas Aces,LVA @ LAS,1,79,0
2022-06-27,Los Angeles Sparks,LAS vs. LVA,0,73,1
2022-06-27,Phoenix Mercury,PHO vs. IND,1,83,1
2022-06-26,Atlanta Dream,ATL vs. CON,0,61,1
2022-06-26,Minnesota Lynx,MIN @ CHI,0,85,0
2022-06-26,Chicago Sky,CHI vs. MIN,1,88,1
2022-06-26,Connecticut Sun,CON @ ATL,1,72,0
2022-06-25,Phoenix Mercury,PHO @ DAL,1,83,0
2022-06-25,Las Vegas Aces,LVA vs. WAS,0,86,1
2022-06-25,Washington Mystics,WAS @ LVA,1,87,0
2022-06-25,Dallas Wings,DAL vs. PHO,0,72,1
2022-06-25,Los Angeles Sparks,LAS @ SEA,1,85,0
2022-06-25,Seattle Storm,SEA vs. LAS,0,77,1
2022-06-24,New York Liberty,NYL @ ATL,1,89,0
2022-06-24,Atlanta Dream,ATL vs. NYL,0,77,1
2022-06-23,Washington Mystics,WAS @ SEA,0,71,0
2022-06-23,Minnesota Lynx,MIN vs. PHO,1,100,1
2022-06-23,Dallas Wings,DAL vs. IND,1,94,1
2022-06-23,Los Angeles Sparks,LAS vs. CHI,0,59,1
2022-06-23,Chicago Sky,CHI @ LAS,1,82,0
2022-06-23,Seattle Storm,SEA vs. WAS,1,85,1
2022-06-23,Phoenix Mercury,PHO @ MIN,0,88,0
2022-06-23,Indiana Fever,IND @ DAL,0,68,0
2022-06-22,Connecticut Sun,CON vs. NYL,0,77,1
2022-06-22,New York Liberty,NYL @ CON,1,81,0
2022-06-21,Atlanta Dream,ATL vs. DAL,1,80,1
2022-06-21,Chicago Sky,CHI @ LVA,1,104,0
2022-06-21,Minnesota Lynx,MIN @ PHO,1,84,0
2022-06-21,Las Vegas Aces,LVA vs. CHI,0,95,1
2022-06-21,Washington Mystics,WAS @ LAS,0,82,0
2022-06-21,Los Angeles Sparks,LAS vs. WAS,1,84,1
2022-06-21,Phoenix Mercury,PHO vs. MIN,0,71,1
2022-06-21,Dallas Wings,DAL @ ATL,0,75,0
2022-06-19,Las Vegas Aces,LVA vs. MIN,1,96,1
2022-06-19,Dallas Wings,DAL vs. LAS,1,92,1
2022-06-19,Los Angeles Sparks,LAS @ DAL,0,82,0
2022-06-19,Seattle Storm,SEA @ NYL,1,81,0
2022-06-19,New York Liberty,NYL vs. SEA,0,72,1
2022-06-19,Minnesota Lynx,MIN @ LVA,0,95,0
2022-06-19,Chicago Sky,CHI @ IND,0,87,0
2022-06-19,Washington Mystics,WAS vs. CON,1,71,1
2022-06-19,Connecticut Sun,CON @ WAS,0,63,0
2022-06-19,Indiana Fever,IND vs. CHI,1,89,1
2022-06-17,Dallas Wings,DAL vs. PHO,1,93,1
2022-06-17,Phoenix Mercury,PHO @ DAL,0,88,0
2022-06-17,Connecticut Sun,CON vs. SEA,1,82,1
2022-06-17,Seattle Storm,SEA @ CON,0,71,0
2022-06-17,Atlanta Dream,ATL @ CHI,0,100,0
2022-06-17,Chicago Sky,CHI vs. ATL,1,106,1
2022-06-16,Washington Mystics,WAS @ NYL,0,65,0
2022-06-16,New York Liberty,NYL vs. WAS,1,77,1
2022-06-15,Indiana Fever,IND vs. PHO,0,80,1
2022-06-15,Phoenix Mercury,PHO @ IND,1,93,0
2022-06-15,Dallas Wings,DAL vs. LVA,0,84,1
2022-06-15,Las Vegas Aces,LVA @ DAL,1,92,0
2022-06-15,Connecticut Sun,CON vs. ATL,1,105,1
2022-06-15,Atlanta Dream,ATL @ CON,0,92,0
2022-06-14,Phoenix Mercury,PHO @ WAS,0,65,0
2022-06-14,Seattle Storm,SEA @ MIN,1,81,0
2022-06-14,Washington Mystics,WAS vs. PHO,1,83,1
2022-06-14,Minnesota Lynx,MIN vs. SEA,0,79,1
2022-06-12,New York Liberty,NYL vs. CHI,0,86,1
2022-06-12,Seattle Storm,SEA @ DAL,1,84,0
2022-06-12,Indiana Fever,IND @ MIN,1,84,0
2022-06-12,Phoenix Mercury,PHO @ WAS,1,99,0
2022-06-12,Washington Mystics,WAS vs. PHO,0,90,1
2022-06-12,Chicago Sky,CHI @ NYL,1,88,0
2022-06-12,Minnesota Lynx,MIN vs. IND,0,80,1
2022-06-12,Dallas Wings,DAL vs. SEA,0,79,1
2022-06-11,Las Vegas Aces,LVA @ LAS,1,89,0
2022-06-11,Los Angeles Sparks,LAS vs. LVA,0,72,1
2022-06-10,Phoenix Mercury,PHO vs. ATL,1,90,1
2022-06-10,Chicago Sky,CHI @ CON,1,83,0
2022-06-10,Minnesota Lynx,MIN vs. WAS,0,59,1
2022-06-10,Washington Mystics,WAS @ MIN,1,76,0
2022-06-10,Connecticut Sun,CON vs. CHI,0,79,1
2022-06-10,Seattle Storm,SEA @ DAL,1,89,0
2022-06-10,New York Liberty,NYL @ IND,1,97,0
2022-06-10,Atlanta Dream,ATL @ PHO,0,88,0
2022-06-10,Dallas Wings,DAL vs. SEA,0,88,1
2022-06-10,Indiana Fever,IND vs. NYL,0,83,1
2022-06-08,Washington Mystics,WAS vs. CHI,1,84,1
2022-06-08,Chicago Sky,CHI @ WAS,0,82,0
2022-06-08,Connecticut Sun,CON vs. IND,1,88,1
2022-06-08,Indiana Fever,IND @ CON,0,69,0
2022-06-07,Atlanta Dream,ATL @ SEA,0,60,0
2022-06-07,Minnesota Lynx,MIN @ NYL,0,69,0
2022-06-07,Seattle Storm,SEA vs. ATL,1,72,1
2022-06-07,New York Liberty,NYL vs. MIN,1,88,1
2022-06-05,Washington Mystics,WAS @ CHI,0,82,0
2022-06-05,Dallas Wings,DAL @ LVA,0,78,0
2022-06-05,Connecticut Sun,CON @ SEA,1,93,0
2022-06-05,New York Liberty,NYL vs. MIN,0,77,1
2022-06-05,Indiana Fever,IND @ ATL,0,66,0
2022-06-05,Seattle Storm,SEA vs. CON,0,86,1
2022-06-05,Atlanta Dream,ATL vs. IND,1,75,1
2022-06-05,Chicago Sky,CHI vs. WAS,1,91,1
2022-06-05,Los Angeles Sparks,LAS @ PHO,0,74,0
2022-06-05,Las Vegas Aces,LVA vs. DAL,1,84,1
2022-06-05,Minnesota Lynx,MIN @ NYL,1,84,0
2022-06-05,Phoenix Mercury,PHO vs. LAS,1,81,1
2022-06-03,New York Liberty,NYL @ WAS,1,74,0
2022-06-03,Seattle Storm,SEA vs. DAL,0,51,1
2022-06-03,Atlanta Dream,ATL vs. CHI,0,65,1
2022-06-03,Washington Mystics,WAS vs. NYL,0,70,1
2022-06-03,Dallas Wings,DAL @ SEA,1,68,0
2022-06-03,Phoenix Mercury,PHO vs. CON,0,88,1
2022-06-03,Connecticut Sun,CON @ PHO,1,92,0
2022-06-03,Chicago Sky,CHI @ ATL,1,73,0
2022-06-02,Las Vegas Aces,LVA vs. CON,0,90,1
2022-06-02,Connecticut Sun,CON @ LVA,1,97,0
2022-06-01,New York Liberty,NYL vs. IND,1,87,1
2022-06-01,Indiana Fever,IND @ NYL,0,74,0
2022-06-01,Minnesota Lynx,MIN @ ATL,0,76,0
2022-06-01,Atlanta Dream,ATL vs. MIN,1,84,1
2022-05-31,Las Vegas Aces,LVA vs. CON,1,89,1
2022-05-31,Connecticut Sun,CON @ LVA,0,81,0
2022-05-31,Chicago Sky,CHI vs. PHO,1,73,1
2022-05-31,Dallas Wings,DAL @ LAS,0,91,0
2022-05-31,Phoenix Mercury,PHO @ CHI,0,70,0
2022-05-31,Washington Mystics,WAS @ IND,1,87,0
2022-05-31,Indiana Fever,IND vs. WAS,0,75,1
2022-05-31,Los Angeles Sparks,LAS vs. DAL,1,93,1
2022-05-29,New York Liberty,NYL @ SEA,0,61,0
2022-05-29,Atlanta Dream,ATL vs. PHO,1,81,1
2022-05-29,Phoenix Mercury,PHO @ ATL,0,54,0
2022-05-29,Los Angeles Sparks,LAS @ MIN,1,85,0
2022-05-29,Minnesota Lynx,MIN vs. LAS,0,83,1
2022-05-29,Seattle Storm,SEA vs. NYL,1,92,1
2022-05-28,Las Vegas Aces,LVA @ CHI,1,83,0
2022-05-28,Connecticut Sun,CON vs. WAS,1,79,1
2022-05-28,Washington Mystics,WAS @ CON,0,71,0
2022-05-28,Chicago Sky,CHI vs. LVA,0,76,1
2022-05-27,Indiana Fever,IND vs. LAS,1,101,1
2022-05-27,Seattle Storm,SEA vs. NYL,1,79,1
2022-05-27,Los Angeles Sparks,LAS @ IND,0,96,0
2022-05-27,New York Liberty,NYL @ SEA,0,71,0
2022-05-26,Dallas Wings,DAL @ CON,0,68,0
2022-05-26,Connecticut Sun,CON vs. DAL,1,99,1
2022-05-25,Los Angeles Sparks,LAS vs. PHO,1,99,1
2022-05-25,Phoenix Mercury,PHO @ LAS,0,94,0
2022-05-24,Minnesota Lynx,MIN vs. NYL,1,84,1
2022-05-24,New York Liberty,NYL @ MIN,0,78,0
2022-05-24,Chicago Sky,CHI vs. IND,1,95,1
2022-05-24,Connecticut Sun,CON vs. DAL,0,77,1
2022-05-24,Washington Mystics,WAS vs. ATL,1,70,1
2022-05-24,Atlanta Dream,ATL @ WAS,0,50,0
2022-05-24,Dallas Wings,DAL @ CON,1,85,0
2022-05-24,Indiana Fever,IND @ CHI,0,90,0
2022-05-23,Los Angeles Sparks,LAS @ LVA,0,76,0
2022-05-23,Las Vegas Aces,LVA vs. LAS,1,104,1
2022-05-22,Washington Mystics,WAS vs. CHI,0,73,1
2022-05-22,Connecticut Sun,CON @ IND,1,92,0
2022-05-22,Indiana Fever,IND vs. CON,0,70,1
2022-05-22,Chicago Sky,CHI @ WAS,1,82,0
2022-05-21,Phoenix Mercury,PHO @ LVA,0,80,0
2022-05-21,Dallas Wings,DAL vs. MIN,1,94,1
2022-05-21,Las Vegas Aces,LVA vs. PHO,1,100,1
2022-05-21,Minnesota Lynx,MIN @ DAL,0,78,0
2022-05-20,Connecticut Sun,CON vs. IND,1,94,1
2022-05-20,Washington Mystics,WAS @ ATL,1,78,0
2022-05-20,Atlanta Dream,ATL vs. WAS,0,73,1
2022-05-20,Seattle Storm,SEA vs. LAS,1,83,1
2022-05-20,Indiana Fever,IND @ CON,0,85,0
2022-05-20,Los Angeles Sparks,LAS @ SEA,0,80,0
2022-05-19,Dallas Wings,DAL @ PHO,1,94,0
2022-05-19,Phoenix Mercury,PHO vs. DAL,0,84,1
2022-05-19,Minnesota Lynx,MIN @ LVA,0,87,0
2022-05-19,Las Vegas Aces,LVA vs. MIN,1,93,1
2022-05-18,Chicago Sky,CHI @ SEA,0,71,0
2022-05-18,Seattle Storm,SEA vs. CHI,1,74,1
2022-05-17,Las Vegas Aces,LVA vs. PHO,1,86,1
2022-05-17,Washington Mystics,WAS @ DAL,1,84,0
2022-05-17,Dallas Wings,DAL vs. WAS,0,68,1
2022-05-17,Connecticut Sun,CON @ NYL,1,92,0
2022-05-17,Los Angeles Sparks,LAS vs. MIN,0,84,1
2022-05-17,Phoenix Mercury,PHO @ LVA,0,74,0
2022-05-17,New York Liberty,NYL vs. CON,0,65,1
2022-05-17,Minnesota Lynx,MIN @ LAS,1,87,0
2022-05-17,Indiana Fever,IND vs. ATL,0,79,1
2022-05-17,Atlanta Dream,ATL @ IND,1,101,0
2022-05-15,Atlanta Dream,ATL @ IND,1,85,0
2022-05-15,Indiana Fever,IND vs. ATL,0,79,1
2022-05-15,Dallas Wings,DAL @ NYL,1,81,0
2022-05-15,New York Liberty,NYL vs. DAL,0,71,1
2022-05-14,Connecticut Sun,CON vs. LAS,1,77,1
2022-05-14,Minnesota Lynx,MIN vs. CHI,0,78,1
2022-05-14,Chicago Sky,CHI @ MIN,1,82,0
2022-05-14,Phoenix Mercury,PHO @ SEA,1,69,0
2022-05-14,Seattle Storm,SEA vs. PHO,0,64,1
2022-05-14,Los Angeles Sparks,LAS @ CON,0,60,0
2022-05-13,New York Liberty,NYL vs. IND,0,86,1
2022-05-13,Indiana Fever,IND @ NYL,1,92,0
2022-05-13,Dallas Wings,DAL @ WAS,1,94,0
2022-05-13,Washington Mystics,WAS vs. DAL,0,86,1
2022-05-13,Las Vegas Aces,LVA @ ATL,1,96,0
2022-05-13,Atlanta Dream,ATL vs. LVA,0,73,1
2022-05-11,Atlanta Dream,ATL vs. LAS,1,77,1
2022-05-11,Los Angeles Sparks,LAS @ ATL,0,75,0
2022-05-11,Chicago Sky,CHI vs. NYL,1,83,1
2022-05-11,Seattle Storm,SEA @ PHO,0,77,0
2022-05-11,Phoenix Mercury,PHO vs. SEA,1,97,1
2022-05-11,New York Liberty,NYL @ CHI,0,50,0
2022-05-10,Indiana Fever,IND vs. MIN,1,82,1
2022-05-10,Washington Mystics,WAS vs. LVA,1,89,1
2022-05-10,Minnesota Lynx,MIN @ IND,0,76,0
2022-05-10,Las Vegas Aces,LVA @ WAS,0,76,0
2022-05-08,Seattle Storm,SEA @ LVA,0,74,0
2022-05-08,Washington Mystics,WAS @ MIN,1,78,0
2022-05-08,Minnesota Lynx,MIN vs. WAS,0,66,1
2022-05-08,Indiana Fever,IND vs. LAS,0,77,1
2022-05-08,Los Angeles Sparks,LAS @ IND,1,87,0
2022-05-08,Las Vegas Aces,LVA vs. SEA,1,85,1
2022-05-07,Dallas Wings,DAL vs. ATL,0,59,1
2022-05-07,Atlanta Dream,ATL @ DAL,1,66,0
2022-05-07,New York Liberty,NYL vs. CON,1,81,1
2022-05-07,Connecticut Sun,CON @ NYL,0,79,0
2022-05-06,Seattle Storm,SEA vs. MIN,1,97,1
2022-05-06,Las Vegas Aces,LVA @ PHO,1,106,0
2022-05-06,Washington Mystics,WAS vs. IND,1,84,1
2022-05-06,Phoenix Mercury,PHO vs. LVA,0,88,1
2022-05-06,Minnesota Lynx,MIN @ SEA,0,74,0
2022-05-06,Chicago Sky,CHI vs. LAS,0,91,1
2022-05-06,Indiana Fever,IND @ WAS,0,70,0
2022-05-06,Los Angeles Sparks,LAS @ CHI,1,98,0
2022-04-10,Indiana Pacers,IND @ BKN,0,126,0
2022-04-10,Golden State Warriors,GSW @ NOP,1,128,0
2022-04-10,Chicago Bulls,CHI @ MIN,1,124,0
2022-04-10,Orlando Magic,ORL vs. MIA,1,125,1
2022-04-10,Cleveland Cavaliers,CLE vs. MIL,1,133,1
2022-04-10,Miami Heat,MIA @ ORL,0,111,0
2022-04-10,Brooklyn Nets,BKN vs. IND,1,134,1
2022-04-10,Dallas Mavericks,DAL vs. SAS,1,130,1
2022-04-10,Utah Jazz,UTA @ POR,1,111,0
2022-04-10,Washington Wizards,WAS @ CHA,0,108,0
2022-04-10,Oklahoma City Thunder,OKC @ LAC,0,88,0
2022-04-10,Portland Trail Blazers,POR vs. UTA,0,80,1
2022-04-10,Toronto Raptors,TOR @ NYK,0,94,0
2022-04-10,San Antonio Spurs,SAS @ DAL,0,120,0
2022-04-10,Atlanta Hawks,ATL @ HOU,1,130,0
2022-04-10,New York Knicks,NYK vs. TOR,1,105,1
2022-04-10,Minnesota Timberwolves,MIN vs. CHI,0,120,1
2022-04-10,Milwaukee Bucks,MIL @ CLE,0,115,0
2022-04-10,Memphis Grizzlies,MEM vs. BOS,0,110,1
2022-04-10,Denver Nuggets,DEN vs. LAL,0,141,1
2022-04-10,Charlotte Hornets,CHA vs. WAS,1,124,1
2022-04-10,Detroit Pistons,DET @ PHI,0,106,0
2022-04-10,Boston Celtics,BOS @ MEM,1,139,0
2022-04-10,Houston Rockets,HOU vs. ATL,0,114,1
2022-04-10,Sacramento Kings,SAC @ PHX,1,116,0
2022-04-10,Philadelphia 76ers,PHI vs. DET,1,118,1
2022-04-10,LA Clippers,LAC vs. OKC,1,138,1
2022-04-10,New Orleans Pelicans,NOP vs. GSW,0,107,1
2022-04-10,Phoenix Suns,PHX vs. SAC,0,109,1
2022-04-10,Los Angeles Lakers,LAL @ DEN,1,146,0
2022-04-09,Sacramento Kings,SAC @ LAC,0,98,0
2022-04-09,LA Clippers,LAC vs. SAC,1,117,1
2022-04-09,Golden State Warriors,GSW @ SAS,1,100,0
2022-04-09,Philadelphia 76ers,PHI vs. IND,1,133,1
2022-04-09,Memphis Grizzlies,MEM vs. NOP,1,141,1
2022-04-09,San Antonio Spurs,SAS vs. GSW,0,94,1
2022-04-09,New Orleans Pelicans,NOP @ MEM,0,114,0
2022-04-09,Indiana Pacers,IND @ PHI,0,120,0
2022-04-08,Washington Wizards,WAS vs. NYK,0,92,1
2022-04-08,New York Knicks,NYK @ WAS,1,114,0
2022-04-08,Atlanta Hawks,ATL @ MIA,0,109,0
2022-04-08,Brooklyn Nets,BKN vs. CLE,1,118,1
2022-04-08,Phoenix Suns,PHX @ UTA,1,111,0
2022-04-08,Utah Jazz,UTA vs. PHX,0,105,1
2022-04-08,Detroit Pistons,DET vs. MIL,0,101,1
2022-04-08,Charlotte Hornets,CHA @ CHI,1,133,0
2022-04-08,Miami Heat,MIA vs. ATL,1,113,1
2022-04-08,Dallas Mavericks,DAL vs. POR,1,128,1
2022-04-08,Chicago Bulls,CHI vs. CHA,0,117,1
2022-04-08,Oklahoma City Thunder,OKC @ LAL,0,101,0
2022-04-08,Los Angeles Lakers,LAL vs. OKC,1,120,1
2022-04-08,Milwaukee Bucks,MIL @ DET,1,131,0
2022-04-08,Portland Trail Blazers,POR @ DAL,0,78,0
2022-04-08,Cleveland Cavaliers,CLE @ BKN,0,107,0
2022-04-08,Houston Rockets,HOU @ TOR,0,115,0
2022-04-08,Toronto Raptors,TOR vs. HOU,1,117,1
2022-04-07,Golden State Warriors,GSW vs. LAL,1,128,1
2022-04-07,Minnesota Timberwolves,MIN vs. SAS,1,127,1
2022-04-07,Philadelphia 76ers,PHI @ TOR,0,114,0
2022-04-07,San Antonio Spurs,SAS @ MIN,0,121,0
2022-04-07,Boston Celtics,BOS @ MIL,0,121,0
2022-04-07,Denver Nuggets,DEN vs. MEM,1,122,1
2022-04-07,Orlando Magic,ORL @ CHA,0,101,0
2022-04-07,Memphis Grizzlies,MEM @ DEN,0,109,0
2022-04-07,Charlotte Hornets,CHA vs. ORL,1,128,1
2022-04-07,Milwaukee Bucks,MIL vs. BOS,1,127,1
2022-04-07,Toronto Raptors,TOR vs. PHI,1,119,1
2022-04-07,Portland Trail Blazers,POR @ NOP,0,94,0
2022-04-07,New Orleans Pelicans,NOP vs. POR,1,127,1
2022-04-07,Los Angeles Lakers,LAL @ GSW,0,112,0
2022-04-06,Oklahoma City Thunder,OKC @ UTA,0,101,0
2022-04-06,Brooklyn Nets,BKN @ NYK,1,110,0
2022-04-06,Boston Celtics,BOS @ CHI,1,117,0
2022-04-06,Chicago Bulls,CHI vs. BOS,0,94,1
2022-04-06,Washington Wizards,WAS @ ATL,0,103,0
2022-04-06,Phoenix Suns,PHX @ LAC,0,109,0
2022-04-06,LA Clippers,LAC vs. PHX,1,113,1
2022-04-06,Dallas Mavericks,DAL @ DET,1,131,0
2022-04-06,New York Knicks,NYK vs. BKN,0,98,1
2022-04-06,Utah Jazz,UTA vs. OKC,1,137,1
2022-04-06,Detroit Pistons,DET vs. DAL,0,113,1
2022-04-06,Atlanta Hawks,ATL vs. WAS,1,118,1
2022-04-05,Cleveland Cavaliers,CLE @ ORL,0,115,0
2022-04-05,Los Angeles Lakers,LAL @ PHX,0,110,0
2022-04-05,Memphis Grizzlies,MEM @ UTA,0,115,0
2022-04-05,New Orleans Pelicans,NOP @ SAC,1,123,0
2022-04-05,Brooklyn Nets,BKN vs. HOU,1,118,1
2022-04-05,Utah Jazz,UTA vs. MEM,1,121,1
2022-04-05,Minnesota Timberwolves,MIN vs. WAS,0,114,1
2022-04-05,Milwaukee Bucks,MIL @ CHI,1,127,0
2022-04-05,Miami Heat,MIA vs. CHA,1,144,1
2022-04-05,Indiana Pacers,IND vs. PHI,0,122,1
2022-04-05,San Antonio Spurs,SAS @ DEN,1,116,0
2022-04-05,Oklahoma City Thunder,OKC vs. POR,1,98,1
2022-04-05,Charlotte Hornets,CHA @ MIA,0,115,0
2022-04-05,Chicago Bulls,CHI vs. MIL,0,106,1
2022-04-05,Toronto Raptors,TOR vs. ATL,1,118,1
2022-04-05,Orlando Magic,ORL vs. CLE,1,120,1
2022-04-05,Phoenix Suns,PHX vs. LAL,1,121,1
2022-04-05,Houston Rockets,HOU @ BKN,0,105,0
2022-04-05,Portland Trail Blazers,POR @ OKC,0,94,0
2022-04-05,Sacramento Kings,SAC vs. NOP,0,109,1
2022-04-05,Washington Wizards,WAS @ MIN,1,132,0
2022-04-05,Denver Nuggets,DEN vs. SAS,0,97,1
2022-04-05,Philadelphia 76ers,PHI @ IND,1,131,0
2022-04-05,Atlanta Hawks,ATL @ TOR,0,108,0
2022-04-03,Detroit Pistons,DET @ IND,1,121,0
2022-04-03,Philadelphia 76ers,PHI @ CLE,1,112,0
2022-04-03,Minnesota Timberwolves,MIN @ HOU,1,139,0
2022-04-03,Washington Wizards,WAS @ BOS,0,102,0
2022-04-03,Denver Nuggets,DEN @ LAL,1,129,0
2022-04-03,Oklahoma City Thunder,OKC vs. PHX,1,117,1
2022-04-03,Sacramento Kings,SAC vs. GSW,0,90,1
2022-04-03,Miami Heat,MIA @ TOR,1,114,0
2022-04-03,Orlando Magic,ORL vs. NYK,0,88,1
2022-04-03,Milwaukee Bucks,MIL vs. DAL,0,112,1
2022-04-03,Dallas Mavericks,DAL @ MIL,1,118,0
2022-04-03,Los Angeles Lakers,LAL vs. DEN,0,118,1
2022-04-03,LA Clippers,LAC vs. NOP,1,119,1
2022-04-03,Boston Celtics,BOS vs. WAS,1,144,1
2022-04-03,Houston Rockets,HOU vs. MIN,0,132,1
2022-04-03,Portland Trail Blazers,POR @ SAS,0,92,0
2022-04-03,Toronto Raptors,TOR vs. MIA,0,109,1
2022-04-03,Indiana Pacers,IND vs. DET,0,117,1
2022-04-03,Golden State Warriors,GSW @ SAC,1,109,0
2022-04-03,San Antonio Spurs,SAS vs. POR,1,113,1
2022-04-03,New York Knicks,NYK @ ORL,1,118,0
2022-04-03,Phoenix Suns,PHX @ OKC,0,96,0
2022-04-03,New Orleans Pelicans,NOP @ LAC,0,100,0
2022-04-03,Cleveland Cavaliers,CLE vs. PHI,0,108,1
2022-04-02,Cleveland Cavaliers,CLE @ NYK,1,119,0
2022-04-02,Raptors 905,RAP vs. GBO,1,119,1
2022-04-02,South Bay Lakers,SBL vs. SXF,1,128,1
2022-04-02,Delaware Blue Coats,DEL vs. WIS,1,132,1
2022-04-02,Stockton Kings,STO @ SLC,0,101,0
2022-04-02,Westchester Knicks,WES vs. FWN,0,99,1
2022-04-02,Capital City Go-Go,CCG @ WCB,0,99,0
2022-04-02,Rio Grande Valley Vipers,RGV vs. ACC,0,128,1
2022-04-02,Agua Caliente Clippers,ACC @ RGV,1,130,0
2022-04-02,College Park Skyhawks,CPS @ GRG,1,118,0
2022-04-02,Lakeland Magic,LAK vs. MNE,1,121,1
2022-04-02,Charlotte Hornets,CHA @ PHI,0,114,0
2022-04-02,Chicago Bulls,CHI vs. MIA,0,109,1
2022-04-02,Texas Legends,TEX vs. AUS,1,106,1
2022-04-02,Philadelphia 76ers,PHI vs. CHA,1,144,1
2022-04-02,Cleveland Charge,CLC @ MCC,0,106,0
2022-04-02,Atlanta Hawks,ATL vs. BKN,1,122,1
2022-04-02,Windy City Bulls,WCB vs. CCG,1,106,1
2022-04-02,Salt Lake City Stars,SLC vs. STO,1,104,1
2022-04-02,Grand Rapids Gold,GRG vs. CPS,0,111,1
2022-04-02,Fort Wayne Mad Ants,FWN @ WES,1,114,0
2022-04-02,Golden State Warriors,GSW vs. UTA,1,111,1
2022-04-02,New York Knicks,NYK vs. CLE,0,101,1
2022-04-02,Birmingham Squadron,BIR @ MHU,1,126,0
2022-04-02,Sioux Falls Skyforce,SXF @ SBL,0,125,0
2022-04-02,Greensboro Swarm,GBO @ RAP,0,113,0
2022-04-02,Austin Spurs,AUS @ TEX,0,97,0
2022-04-02,Motor City Cruise,MCC vs. CLC,1,118,1
2022-04-02,Memphis Hustle,MHU vs. BIR,0,111,1
2022-04-02,Miami Heat,MIA @ CHI,1,127,0
2022-04-02,Brooklyn Nets,BKN @ ATL,0,115,0
2022-04-02,Wisconsin Herd,WIS @ DEL,0,114,0
2022-04-02,Maine Celtics,MNE @ LAK,0,118,0
2022-04-02,Utah Jazz,UTA @ GSW,0,107,0
2022-04-01,New Orleans Pelicans,NOP @ LAL,1,114,0
2022-04-01,Capital City Go-Go,CCG vs. LIN,1,86,1
2022-04-01,Memphis Grizzlies,MEM vs. PHX,1,122,1
2022-04-01,Delaware Blue Coats,DEL vs. WIS,1,144,1
2022-04-01,Indiana Pacers,IND @ BOS,0,123,0
2022-04-01,Portland Trail Blazers,POR @ SAS,0,111,0
2022-04-01,Minnesota Timberwolves,MIN @ DEN,1,136,0
2022-04-01,Iowa Wolves,IWA vs. OKL,1,124,1
