GAME_DATE,TEAM_NAME,MATCHUP,WIN,PTS,IS_HOME
2025-10-21,Golden State Warriors,GSW @ LAL,1,119,0
2025-10-21,Houston Rockets,HOU @ OKC,0,124,0
2025-10-21,Oklahoma City Thunder,OKC vs. HOU,1,125,1
2025-10-21,Los Angeles Lakers,LAL vs. GSW,0,109,1
2025-09-11,Las Vegas Aces,LVA @ LAS,1,103,0
2025-09-11,Dallas Wings,DAL vs. PHX,1,97,1
2025-09-11,Phoenix Mercury,PHX @ DAL,0,76,0
2025-09-11,Minnesota Lynx,MIN vs. GSV,1,72,1
2025-09-11,Los Angeles Sparks,LAS vs. LVA,0,75,1
2025-09-11,Golden State Valkyries,GSV @ MIN,0,53,0
2025-09-11,New York Liberty,NYL @ CHI,1,91,0
2025-09-11,Chicago Sky,CHI vs. NYL,0,86,1
2025-09-10,Atlanta Dream,ATL @ CON,1,88,0
2025-09-10,Connecticut Sun,CON vs. ATL,0,72,1
2025-09-09,Minnesota Lynx,MIN @ IND,0,72,0
2025-09-09,Golden State Valkyries,GSV @ SEA,0,73,0
2025-09-09,Seattle Storm,SEA vs. GSV,1,74,1
2025-09-09,Washington Mystics,WAS @ NYL,0,66,0
2025-09-09,Los Angeles Sparks,LAS @ PHX,1,88,0
2025-09-09,Phoenix Mercury,PHX vs. LAS,0,83,1
2025-09-09,Indiana Fever,IND vs. MIN,1,83,1
2025-09-09,Las Vegas Aces,LVA vs. CHI,1,92,1
2025-09-09,New York Liberty,NYL vs. WAS,1,75,1
2025-09-09,Chicago Sky,CHI @ LVA,0,61,0
2025-09-08,Atlanta Dream,ATL vs. CON,1,87,1
2025-09-08,Connecticut Sun,CON @ ATL,0,62,0
2025-09-07,Los Angeles Sparks,LAS vs. DAL,1,91,1
2025-09-07,Washington Mystics,WAS vs. IND,0,65,1
2025-09-07,Chicago Sky,CHI @ LVA,0,66,0
2025-09-07,Las Vegas Aces,LVA vs. CHI,1,80,1
2025-09-07,Dallas Wings,DAL @ LAS,0,77,0
2025-09-07,Indiana Fever,IND @ WAS,1,94,0
2025-09-06,Phoenix Mercury,PHX @ CON,0,84,0
2025-09-06,Golden State Valkyries,GSV vs. MIN,0,72,1
2025-09-06,Connecticut Sun,CON vs. PHX,1,87,1
2025-09-06,Minnesota Lynx,MIN @ GSV,1,78,0
2025-09-05,Chicago Sky,CHI @ IND,0,77,0
2025-09-05,Indiana Fever,IND vs. CHI,1,97,1
2025-09-05,Seattle Storm,SEA vs. NYL,0,76,1
2025-09-05,Los Angeles Sparks,LAS @ ATL,0,85,0
2025-09-05,Atlanta Dream,ATL vs. LAS,1,104,1
2025-09-05,New York Liberty,NYL @ SEA,1,84,0
2025-09-04,Washington Mystics,WAS vs. PHX,0,69,1
2025-09-04,Dallas Wings,DAL @ GSV,0,80,0
2025-09-04,Phoenix Mercury,PHX @ WAS,1,75,0
2025-09-04,Golden State Valkyries,GSV vs. DAL,1,84,1
2025-09-04,Minnesota Lynx,MIN @ LVA,0,87,0
2025-09-04,Las Vegas Aces,LVA vs. MIN,1,97,1
2025-09-03,Connecticut Sun,CON @ CHI,0,64,0
2025-09-03,Atlanta Dream,ATL vs. LAS,1,86,1
2025-09-03,Los Angeles Sparks,LAS @ ATL,0,75,0
2025-09-03,Chicago Sky,CHI vs. CON,1,88,1
2025-09-02,Indiana Fever,IND @ PHX,0,79,0
2025-09-02,New York Liberty,NYL @ GSV,0,58,0
2025-09-02,Golden State Valkyries,GSV vs. NYL,1,66,1
2025-09-02,Phoenix Mercury,PHX vs. IND,1,85,1
2025-09-01,Dallas Wings,DAL @ MIN,0,71,0
2025-09-01,Los Angeles Sparks,LAS @ SEA,1,91,0
2025-09-01,Seattle Storm,SEA vs. LAS,0,85,1
2025-09-01,Atlanta Dream,ATL @ CON,1,93,0
2025-09-01,Minnesota Lynx,MIN vs. DAL,1,96,1
2025-09-01,Connecticut Sun,CON vs. ATL,0,76,1
2025-08-31,Indiana Fever,IND @ GSV,0,63,0
2025-08-31,Los Angeles Sparks,LAS vs. WAS,1,81,1
2025-08-31,Washington Mystics,WAS @ LAS,0,78,0
2025-08-31,Golden State Valkyries,GSV vs. IND,1,75,1
2025-08-30,Chicago Sky,CHI @ SEA,0,69,0
2025-08-30,Golden State Valkyries,GSV vs. WAS,1,99,1
2025-08-30,Phoenix Mercury,PHX vs. NYL,1,80,1
2025-08-30,Connecticut Sun,CON vs. MIN,0,70,1
2025-08-30,Washington Mystics,WAS @ GSV,0,62,0
2025-08-30,Minnesota Lynx,MIN @ CON,1,94,0
2025-08-30,Seattle Storm,SEA vs. CHI,1,79,1
2025-08-30,New York Liberty,NYL @ PHX,0,63,0
2025-08-29,Dallas Wings,DAL @ ATL,0,78,0
2025-08-29,Atlanta Dream,ATL vs. DAL,1,100,1
2025-08-29,Indiana Fever,IND @ LAS,1,76,0
2025-08-29,Los Angeles Sparks,LAS vs. IND,0,75,1
2025-08-28,Minnesota Lynx,MIN vs. SEA,0,79,1
2025-08-28,Washington Mystics,WAS @ NYL,0,63,0
2025-08-28,Phoenix Mercury,PHX vs. CHI,1,83,1
2025-08-28,New York Liberty,NYL vs. WAS,1,89,1
2025-08-28,Seattle Storm,SEA @ MIN,1,93,0
2025-08-28,Chicago Sky,CHI @ PHX,0,79,0
2025-08-27,Connecticut Sun,CON @ DAL,1,101,0
2025-08-27,Atlanta Dream,ATL vs. LVA,0,75,1
2025-08-27,Las Vegas Aces,LVA @ ATL,1,81,0
2025-08-27,Dallas Wings,DAL vs. CON,0,95,1
2025-08-26,Phoenix Mercury,PHX @ LAS,1,92,0
2025-08-26,Indiana Fever,IND vs. SEA,1,95,1
2025-08-26,Seattle Storm,SEA @ IND,0,75,0
2025-08-26,Los Angeles Sparks,LAS vs. PHX,0,84,1
2025-08-25,New York Liberty,NYL vs. CON,1,81,1
2025-08-25,Connecticut Sun,CON @ NYL,0,79,0
2025-08-25,Las Vegas Aces,LVA @ CHI,1,79,0
2025-08-25,Chicago Sky,CHI vs. LVA,0,74,1
2025-08-24,Indiana Fever,IND @ MIN,0,84,0
2025-08-24,Minnesota Lynx,MIN vs. IND,1,97,1
2025-08-24,Dallas Wings,DAL vs. GSV,0,81,1
2025-08-24,Seattle Storm,SEA @ WAS,1,84,0
2025-08-24,Washington Mystics,WAS vs. SEA,0,82,1
2025-08-24,Golden State Valkyries,GSV @ DAL,1,90,0
2025-08-23,Connecticut Sun,CON @ CHI,1,94,0
2025-08-23,New York Liberty,NYL @ ATL,0,62,0
2025-08-23,Atlanta Dream,ATL vs. NYL,1,78,1
2025-08-23,Washington Mystics,WAS vs. LVA,0,81,1
2025-08-23,Chicago Sky,CHI vs. CON,0,84,1
2025-08-23,Las Vegas Aces,LVA @ WAS,1,91,0
2025-08-22,Seattle Storm,SEA @ DAL,1,95,0
2025-08-22,Phoenix Mercury,PHX vs. GSV,1,81,1
2025-08-22,Dallas Wings,DAL vs. SEA,0,60,1
2025-08-22,Indiana Fever,IND vs. MIN,0,90,1
2025-08-22,Golden State Valkyries,GSV @ PHX,0,72,0
2025-08-22,Minnesota Lynx,MIN @ IND,1,95,0
2025-08-21,Connecticut Sun,CON vs. WAS,1,67,1
2025-08-21,New York Liberty,NYL vs. CHI,0,85,1
2025-08-21,Phoenix Mercury,PHX @ LVA,0,61,0
2025-08-21,Chicago Sky,CHI @ NYL,1,91,0
2025-08-21,Atlanta Dream,ATL vs. MIN,1,75,1
2025-08-21,Las Vegas Aces,LVA vs. PHX,1,83,1
2025-08-21,Washington Mystics,WAS @ CON,0,56,0
2025-08-21,Minnesota Lynx,MIN @ ATL,0,73,0
2025-08-20,Los Angeles Sparks,LAS vs. DAL,1,81,1
2025-08-20,Dallas Wings,DAL @ LAS,0,80,0
2025-08-19,Golden State Valkyries,GSV vs. PHX,0,91,1
2025-08-19,Las Vegas Aces,LVA vs. ATL,1,74,1
2025-08-19,New York Liberty,NYL vs. MIN,1,85,1
2025-08-19,Phoenix Mercury,PHX @ GSV,1,98,0
2025-08-19,Chicago Sky,CHI vs. SEA,0,88,1
2025-08-19,Washington Mystics,WAS vs. CON,0,69,1
2025-08-19,Atlanta Dream,ATL @ LVA,0,72,0
2025-08-19,Minnesota Lynx,MIN @ NYL,0,75,0
2025-08-19,Seattle Storm,SEA @ CHI,1,94,0
2025-08-19,Connecticut Sun,CON @ WAS,1,80,0
2025-08-17,Golden State Valkyries,GSV vs. ATL,0,63,1
2025-08-17,Atlanta Dream,ATL @ GSV,1,79,0
2025-08-17,Seattle Storm,SEA vs. PHX,0,82,1
2025-08-17,Las Vegas Aces,LVA vs. DAL,1,106,1
2025-08-17,Washington Mystics,WAS vs. LAS,1,95,1
2025-08-17,Dallas Wings,DAL @ LVA,0,87,0
2025-08-17,Los Angeles Sparks,LAS @ WAS,0,86,0
2025-08-17,Connecticut Sun,CON vs. IND,0,93,1
2025-08-17,Phoenix Mercury,PHX @ SEA,1,85,0
2025-08-17,Indiana Fever,IND @ CON,1,99,0
2025-08-16,New York Liberty,NYL @ MIN,0,80,0
2025-08-16,Minnesota Lynx,MIN vs. NYL,1,86,1
2025-08-15,Dallas Wings,DAL vs. LAS,0,96,1
2025-08-15,Seattle Storm,SEA @ ATL,1,80,0
2025-08-15,Los Angeles Sparks,LAS @ DAL,1,97,0
2025-08-15,Phoenix Mercury,PHX vs. LVA,0,83,1
2025-08-15,Las Vegas Aces,LVA @ PHX,1,86,0
2025-08-15,Chicago Sky,CHI vs. GSV,0,59,1
2025-08-15,Golden State Valkyries,GSV @ CHI,1,90,0
2025-08-15,Indiana Fever,IND vs. WAS,0,84,1
2025-08-15,Atlanta Dream,ATL vs. SEA,0,78,1
2025-08-15,Washington Mystics,WAS @ IND,1,88,0
2025-08-13,Atlanta Dream,ATL @ SEA,1,85,0
2025-08-13,Chicago Sky,CHI @ CON,0,62,0
2025-08-13,Connecticut Sun,CON vs. CHI,1,71,1
2025-08-13,Washington Mystics,WAS vs. GSV,0,83,1
2025-08-13,New York Liberty,NYL @ LVA,0,77,0
2025-08-13,Las Vegas Aces,LVA vs. NYL,1,83,1
2025-08-13,Seattle Storm,SEA vs. ATL,0,75,1
2025-08-13,Golden State Valkyries,GSV @ WAS,1,88,0
2025-08-12,New York Liberty,NYL @ LAS,1,105,0
2025-08-12,Indiana Fever,IND vs. DAL,0,80,1
2025-08-12,Dallas Wings,DAL @ IND,1,81,0
2025-08-12,Los Angeles Sparks,LAS vs. NYL,0,97,1
2025-08-11,Golden State Valkyries,GSV vs. CON,1,74,1
2025-08-11,Connecticut Sun,CON @ GSV,0,57,0
2025-08-10,New York Liberty,NYL vs. MIN,0,71,1
2025-08-10,Atlanta Dream,ATL @ PHX,1,74,0
2025-08-10,Minnesota Lynx,MIN @ NYL,1,83,0
2025-08-10,Las Vegas Aces,LVA vs. CON,1,94,1
2025-08-10,Dallas Wings,DAL vs. WAS,0,78,1
2025-08-10,Phoenix Mercury,PHX vs. ATL,0,66,1
2025-08-10,Washington Mystics,WAS @ DAL,1,91,0
2025-08-10,Seattle Storm,SEA @ LAS,0,91,0
2025-08-10,Connecticut Sun,CON @ LVA,0,86,0
2025-08-10,Los Angeles Sparks,LAS vs. SEA,1,94,1
2025-08-09,Indiana Fever,IND vs. CHI,1,92,1
2025-08-09,Chicago Sky,CHI @ IND,0,70,0
2025-08-09,Golden State Valkyries,GSV vs. LAS,1,72,1
2025-08-09,Los Angeles Sparks,LAS @ GSV,0,59,0
2025-08-08,Seattle Storm,SEA @ LVA,0,86,0
2025-08-08,Washington Mystics,WAS @ MIN,0,76,0
2025-08-08,Las Vegas Aces,LVA vs. SEA,1,90,1
2025-08-08,New York Liberty,NYL @ DAL,1,88,0
2025-08-08,Dallas Wings,DAL vs. NYL,0,77,1
2025-08-08,Minnesota Lynx,MIN vs. WAS,1,80,1
2025-08-07,Indiana Fever,IND @ PHX,0,60,0
2025-08-07,Chicago Sky,CHI vs. ATL,0,65,1
2025-08-07,Phoenix Mercury,PHX vs. IND,1,95,1
2025-08-07,Connecticut Sun,CON @ LAS,0,91,0
2025-08-07,Atlanta Dream,ATL @ CHI,1,86,0
2025-08-07,Los Angeles Sparks,LAS vs. CON,1,102,1
2025-08-06,Golden State Valkyries,GSV vs. LVA,0,72,1
2025-08-06,Las Vegas Aces,LVA @ GSV,1,78,0
2025-08-05,New York Liberty,NYL vs. DAL,1,85,1
2025-08-05,Minnesota Lynx,MIN @ SEA,1,91,0
2025-08-05,Seattle Storm,SEA vs. MIN,0,87,1
2025-08-05,Indiana Fever,IND @ LAS,0,91,0
2025-08-05,Phoenix Mercury,PHX vs. CON,1,82,1
2025-08-05,Dallas Wings,DAL @ NYL,0,76,0
2025-08-05,Chicago Sky,CHI vs. WAS,1,78,1
2025-08-05,Washington Mystics,WAS @ CHI,0,64,0
2025-08-05,Connecticut Sun,CON @ PHX,0,66,0
2025-08-05,Los Angeles Sparks,LAS vs. IND,1,100,1
2025-08-03,Golden State Valkyries,GSV @ LVA,0,77,0
2025-08-03,Las Vegas Aces,LVA vs. GSV,1,101,1
2025-08-03,Connecticut Sun,CON vs. NYL,0,78,1
2025-08-03,Seattle Storm,SEA vs. IND,0,74,1
2025-08-03,Chicago Sky,CHI vs. PHX,0,67,1
2025-08-03,Washington Mystics,WAS @ ATL,0,83,0
2025-08-03,Phoenix Mercury,PHX @ CHI,1,83,0
2025-08-03,New York Liberty,NYL @ CON,1,87,0
2025-08-03,Indiana Fever,IND @ SEA,1,78,0
2025-08-03,Atlanta Dream,ATL vs. WAS,1,99,1
2025-08-02,Las Vegas Aces,LVA vs. MIN,0,58,1
2025-08-02,Minnesota Lynx,MIN @ LVA,1,111,0
2025-08-01,Dallas Wings,DAL vs. IND,0,78,1
2025-08-01,New York Liberty,NYL @ CON,0,62,0
2025-08-01,Atlanta Dream,ATL vs. PHX,1,95,1
2025-08-01,Seattle Storm,SEA vs. LAS,0,106,1
2025-08-01,Indiana Fever,IND @ DAL,1,88,0
2025-08-01,Connecticut Sun,CON vs. NYL,1,78,1
2025-08-01,Los Angeles Sparks,LAS @ SEA,1,108,0
2025-08-01,Chicago Sky,CHI vs. GSV,0,66,1
2025-08-01,Golden State Valkyries,GSV @ CHI,1,73,0
2025-08-01,Phoenix Mercury,PHX @ ATL,0,72,0
2025-07-31,Washington Mystics,WAS vs. GSV,0,67,1
2025-07-31,Golden State Valkyries,GSV @ WAS,1,68,0
2025-07-30,New York Liberty,NYL @ MIN,0,93,0
2025-07-30,Minnesota Lynx,MIN vs. NYL,1,100,1
2025-07-30,Dallas Wings,DAL vs. ATL,0,85,1
2025-07-30,Indiana Fever,IND vs. PHX,1,107,1
2025-07-30,Phoenix Mercury,PHX @ IND,0,101,0
2025-07-30,Atlanta Dream,ATL @ DAL,1,88,0
2025-07-29,Chicago Sky,CHI @ WAS,0,86,0
2025-07-29,Los Angeles Sparks,LAS vs. LVA,0,74,1
2025-07-29,Atlanta Dream,ATL vs. GSV,0,75,1
2025-07-29,Washington Mystics,WAS vs. CHI,1,103,1
2025-07-29,Las Vegas Aces,LVA @ LAS,1,89,0
2025-07-29,Golden State Valkyries,GSV @ ATL,1,77,0
2025-07-28,New York Liberty,NYL @ DAL,0,82,0
2025-07-28,Dallas Wings,DAL vs. NYL,1,92,1
2025-07-28,Connecticut Sun,CON vs. SEA,0,85,1
2025-07-28,Seattle Storm,SEA @ CON,1,101,0
2025-07-27,Washington Mystics,WAS vs. PHX,0,72,1
2025-07-27,Dallas Wings,DAL vs. LVA,0,80,1
2025-07-27,Phoenix Mercury,PHX @ WAS,1,88,0
2025-07-27,Las Vegas Aces,LVA @ DAL,1,106,0
2025-07-27,Golden State Valkyries,GSV @ CON,0,64,0
2025-07-27,Minnesota Lynx,MIN vs. ATL,0,86,1
2025-07-27,Chicago Sky,CHI vs. IND,0,78,1
2025-07-27,Atlanta Dream,ATL @ MIN,1,90,0
2025-07-27,Indiana Fever,IND @ CHI,1,93,0
2025-07-27,Connecticut Sun,CON vs. GSV,1,95,1
2025-07-26,Seattle Storm,SEA @ WAS,0,58,0
2025-07-26,Los Angeles Sparks,LAS @ NYL,1,101,0
2025-07-26,Washington Mystics,WAS vs. SEA,1,69,1
2025-07-26,New York Liberty,NYL vs. LAS,0,99,1
2025-07-25,Golden State Valkyries,GSV vs. DAL,1,86,1
2025-07-25,New York Liberty,NYL vs. PHX,1,89,1
2025-07-25,Las Vegas Aces,LVA @ MIN,0,78,0
2025-07-25,Phoenix Mercury,PHX @ NYL,0,76,0
2025-07-25,Minnesota Lynx,MIN vs. LVA,1,109,1
2025-07-25,Dallas Wings,DAL @ GSV,0,76,0
2025-07-24,Connecticut Sun,CON vs. LAS,0,86,1
2025-07-24,Chicago Sky,CHI vs. SEA,0,57,1
2025-07-24,Los Angeles Sparks,LAS @ CON,1,101,0
2025-07-24,Seattle Storm,SEA @ CHI,1,95,0
2025-07-24,Las Vegas Aces,LVA @ IND,0,70,0
2025-07-24,Indiana Fever,IND vs. LVA,1,80,1
2025-07-23,Atlanta Dream,ATL @ PHX,1,90,0
2025-07-23,Phoenix Mercury,PHX vs. ATL,0,79,1
2025-07-22,Las Vegas Aces,LVA vs. ATL,1,87,1
2025-07-22,Dallas Wings,DAL @ SEA,1,87,0
2025-07-22,Minnesota Lynx,MIN vs. CHI,1,91,1
2025-07-22,Los Angeles Sparks,LAS @ WAS,1,93,0
2025-07-22,Washington Mystics,WAS vs. LAS,0,86,1
2025-07-22,Seattle Storm,SEA vs. DAL,0,63,1
2025-07-22,Chicago Sky,CHI @ MIN,0,68,0
2025-07-22,Indiana Fever,IND @ NYL,0,84,0
2025-07-22,Atlanta Dream,ATL @ LVA,0,72,0
2025-07-22,New York Liberty,NYL vs. IND,1,98,1
2025-07-20,Boston Celtics,BOS vs. ATL,1,101,1
2025-07-20,LA Clippers,LAC vs. MEM,0,82,1
2025-07-20,Memphis Grizzlies,MEM @ LAC,1,105,0
2025-07-20,Sacramento Kings,SAC @ CHA,0,78,0
2025-07-20,Charlotte Hornets,CHA vs. SAC,1,83,1
2025-07-20,Atlanta Hawks,ATL @ BOS,0,80,0
2025-07-19,New York Knicks,NYK vs. WAS,0,85,1
2025-07-19,Portland Trail Blazers,POR @ PHX,0,87,0
2025-07-19,Washington Wizards,WAS @ NYK,1,94,0
2025-07-19,Minnesota Timberwolves,MIN vs. HOU,0,101,1
2025-07-19,Detroit Pistons,DET @ SAS,0,84,0
2025-07-19,Golden State Warriors,GSW vs. CLE,1,82,1
2025-07-19,San Antonio Spurs,SAS vs. DET,1,96,1
2025-07-19,Phoenix Suns,PHX vs. POR,1,111,1
2025-07-19,Sacramento Kings,SAC @ TOR,1,98,0
2025-07-19,Cleveland Cavaliers,CLE @ GSW,0,71,0
2025-07-19,Charlotte Hornets,CHA @ OKC,1,109,0
2025-07-19,Toronto Raptors,TOR vs. SAC,0,88,1
2025-07-19,Oklahoma City Thunder,OKC vs. CHA,0,80,1
2025-07-19,Houston Rockets,HOU @ MIN,1,104,0
2025-07-18,Milwaukee Bucks,MIL vs. MIA,0,92,1
2025-07-18,Dallas Mavericks,DAL @ ORL,1,92,0
2025-07-18,Philadelphia 76ers,PHI @ BKN,1,87,0
2025-07-18,Brooklyn Nets,BKN vs. PHI,0,83,1
2025-07-18,Denver Nuggets,DEN @ LAL,1,106,0
2025-07-18,Indiana Pacers,IND @ NOP,1,113,0
2025-07-18,Chicago Bulls,CHI vs. UTA,1,105,1
2025-07-18,Orlando Magic,ORL vs. DAL,0,69,1
2025-07-18,Los Angeles Lakers,LAL vs. DEN,0,84,1
2025-07-18,New Orleans Pelicans,NOP vs. IND,0,104,1
2025-07-18,Utah Jazz,UTA @ CHI,0,92,0
2025-07-18,Miami Heat,MIA @ MIL,1,93,0
2025-07-17,Los Angeles Lakers,LAL vs. BOS,0,78,1
2025-07-17,Houston Rockets,HOU @ POR,0,83,0
2025-07-17,LA Clippers,LAC vs. DEN,0,76,1
2025-07-17,Portland Trail Blazers,POR vs. HOU,1,102,1
2025-07-17,New York Knicks,NYK vs. IND,0,88,1
2025-07-17,Golden State Warriors,GSW @ TOR,0,69,0
2025-07-17,Atlanta Hawks,ATL @ MEM,1,92,0
2025-07-17,Denver Nuggets,DEN @ LAC,1,81,0
2025-07-17,Detroit Pistons,DET @ MIA,1,108,0
2025-07-17,San Antonio Spurs,SAS @ CHA,0,81,0
2025-07-17,Toronto Raptors,TOR vs. GSW,1,81,1
2025-07-17,Miami Heat,MIA vs. DET,0,88,1
2025-07-17,Charlotte Hornets,CHA vs. SAS,1,106,1
2025-07-17,Memphis Grizzlies,MEM vs. ATL,0,88,1
2025-07-17,Indiana Pacers,IND @ NYK,1,91,0
2025-07-17,Boston Celtics,BOS @ LAL,1,87,0
2025-07-16,Sacramento Kings,SAC @ CLE,1,94,0
2025-07-16,Orlando Magic,ORL @ BKN,0,90,0
2025-07-16,Golden State Valkyries,GSV @ SEA,0,58,0
2025-07-16,Phoenix Suns,PHX @ MIN,0,85,0
2025-07-16,Dallas Wings,DAL vs. LVA,0,86,1
2025-07-16,Indiana Fever,IND @ NYL,0,77,0
2025-07-16,Oklahoma City Thunder,OKC vs. NOP,1,95,1
2025-07-16,New York Liberty,NYL vs. IND,1,98,1
2025-07-16,Chicago Bulls,CHI vs. MIL,1,102,1
2025-07-16,Minnesota Timberwolves,MIN vs. PHX,1,89,1
2025-07-16,Phoenix Mercury,PHX @ MIN,0,66,0
2025-07-16,Dallas Mavericks,DAL @ PHI,0,82,0
2025-07-16,Brooklyn Nets,BKN vs. ORL,1,94,1
2025-07-16,Utah Jazz,UTA vs. WAS,1,86,1
2025-07-16,Milwaukee Bucks,MIL @ CHI,0,96,0
2025-07-16,Las Vegas Aces,LVA @ DAL,1,90,0
2025-07-16,Seattle Storm,SEA vs. GSV,1,67,1
2025-07-16,Washington Wizards,WAS @ UTA,0,76,0
2025-07-16,New Orleans Pelicans,NOP @ OKC,0,81,0
2025-07-16,Philadelphia 76ers,PHI vs. DAL,1,90,1
2025-07-16,Atlanta Dream,ATL @ CHI,1,86,0
2025-07-16,Chicago Sky,CHI vs. ATL,0,49,1
2025-07-16,Cleveland Cavaliers,CLE vs. SAC,0,86,1
2025-07-16,Minnesota Lynx,MIN vs. PHX,1,79,1
2025-07-15,Orlando Magic,ORL vs. OKC,0,75,1
2025-07-15,Washington Wizards,WAS vs. PHI,0,58,1
2025-07-15,Connecticut Sun,CON vs. IND,0,77,1
2025-07-15,Los Angeles Sparks,LAS vs. WAS,1,99,1
2025-07-15,Memphis Grizzlies,MEM vs. GSW,0,84,1
2025-07-15,Oklahoma City Thunder,OKC @ ORL,1,92,0
2025-07-15,Philadelphia 76ers,PHI @ WAS,1,74,0
2025-07-15,Detroit Pistons,DET vs. MIN,0,73,1
2025-07-15,Minnesota Timberwolves,MIN @ DET,1,89,0
2025-07-15,Portland Trail Blazers,POR @ NOP,1,93,0
2025-07-15,Golden State Warriors,GSW @ MEM,1,96,0
2025-07-15,New Orleans Pelicans,NOP vs. POR,0,87,1
2025-07-15,Washington Mystics,WAS @ LAS,0,80,0
2025-07-15,Toronto Raptors,TOR @ DEN,1,101,0
2025-07-15,Brooklyn Nets,BKN @ NYK,0,93,0
2025-07-15,New York Knicks,NYK vs. BKN,1,97,1
2025-07-15,Indiana Fever,IND @ CON,1,85,0
2025-07-15,Denver Nuggets,DEN vs. TOR,0,97,1
2025-07-14,Boston Celtics,BOS @ MIA,0,96,0
2025-07-14,Golden State Valkyries,GSV vs. PHX,0,77,1
2025-07-14,Charlotte Hornets,CHA @ DAL,1,87,0
2025-07-14,Miami Heat,MIA vs. BOS,1,100,1
2025-07-14,LA Clippers,LAC @ LAL,1,67,0
2025-07-14,Indiana Pacers,IND vs. CHI,0,105,1
2025-07-14,Utah Jazz,UTA @ SAS,0,91,0
2025-07-14,Phoenix Suns,PHX @ SAC,0,76,0
2025-07-14,Atlanta Hawks,ATL @ HOU,1,111,0
2025-07-14,Dallas Mavericks,DAL vs. CHA,0,69,1
2025-07-14,Los Angeles Lakers,LAL vs. LAC,0,58,1
2025-07-14,San Antonio Spurs,SAS vs. UTA,1,93,1
2025-07-14,Houston Rockets,HOU vs. ATL,0,108,1
2025-07-14,Chicago Bulls,CHI @ IND,1,114,0
2025-07-14,Chicago Sky,CHI vs. MIN,0,78,1
2025-07-14,Minnesota Lynx,MIN @ CHI,1,91,0
2025-07-14,Phoenix Mercury,PHX @ GSV,1,78,0
2025-07-14,Sacramento Kings,SAC vs. PHX,1,94,1
2025-07-13,Seattle Storm,SEA vs. WAS,0,69,1
2025-07-13,Orlando Magic,ORL vs. TOR,0,86,1
2025-07-13,Atlanta Hawks,ATL vs. PHX,1,98,1
2025-07-13,New York Liberty,NYL vs. ATL,1,79,1
2025-07-13,New York Knicks,NYK @ BOS,0,81,0
2025-07-13,Indiana Fever,IND vs. DAL,1,102,1
2025-07-13,Brooklyn Nets,BKN @ WAS,0,96,0
2025-07-13,Washington Mystics,WAS @ SEA,1,74,0
2025-07-13,LA Clippers,LAC vs. MIL,1,106,1
2025-07-13,Toronto Raptors,TOR @ ORL,1,89,0
2025-07-13,Phoenix Suns,PHX @ ATL,0,80,0
2025-07-13,Connecticut Sun,CON @ LAS,0,88,0
2025-07-13,Los Angeles Sparks,LAS vs. CON,1,92,1
2025-07-13,Houston Rockets,HOU vs. DET,0,83,1
2025-07-13,Cleveland Cavaliers,CLE vs. MIA,1,92,1
2025-07-13,Boston Celtics,BOS vs. NYK,1,94,1
2025-07-13,Miami Heat,MIA @ CLE,0,72,0
2025-07-13,Washington Wizards,WAS vs. BKN,1,102,1
2025-07-13,Detroit Pistons,DET @ HOU,1,98,0
2025-07-13,Golden State Warriors,GSW @ UTA,1,103,0
2025-07-13,Utah Jazz,UTA vs. GSW,0,93,1
2025-07-13,Atlanta Dream,ATL @ NYL,0,72,0
2025-07-13,Dallas Wings,DAL @ IND,0,83,0
2025-07-13,Milwaukee Bucks,MIL @ LAC,0,91,0
2025-07-12,Las Vegas Aces,LVA vs. GSV,1,104,1
2025-07-12,Minnesota Lynx,MIN @ CHI,0,81,0
2025-07-12,Minnesota Timberwolves,MIN @ DEN,1,94,0
2025-07-12,Los Angeles Lakers,LAL @ NOP,1,94,0
2025-07-12,San Antonio Spurs,SAS vs. DAL,1,76,1
2025-07-12,Cleveland Cavaliers,CLE @ MIL,1,93,0
2025-07-12,Chicago Sky,CHI vs. MIN,1,87,1
2025-07-12,Indiana Pacers,IND @ OKC,0,85,0
2025-07-12,Dallas Mavericks,DAL @ SAS,0,69,0
2025-07-12,Philadelphia 76ers,PHI vs. CHA,0,94,1
2025-07-12,Memphis Grizzlies,MEM @ POR,1,96,0
2025-07-12,Denver Nuggets,DEN vs. MIN,0,83,1
2025-07-12,Charlotte Hornets,CHA @ PHI,1,96,0
2025-07-12,Golden State Valkyries,GSV @ LVA,0,102,0
2025-07-12,Sacramento Kings,SAC @ CHI,1,109,0
2025-07-12,Chicago Bulls,CHI vs. SAC,0,92,1
2025-07-12,Portland Trail Blazers,POR vs. MEM,0,86,1
2025-07-12,Oklahoma City Thunder,OKC vs. IND,1,104,1
2025-07-12,New Orleans Pelicans,NOP vs. LAL,0,81,1
2025-07-12,Milwaukee Bucks,MIL vs. CLE,0,83,1
2025-07-11,Portland Trail Blazers,POR @ GSW,1,106,0
2025-07-11,Miami Heat,MIA vs. ATL,0,98,1
2025-07-11,Atlanta Dream,ATL @ IND,0,82,0
2025-07-11,Washington Wizards,WAS @ PHX,0,84,0
2025-07-11,Golden State Warriors,GSW vs. POR,0,73,1
2025-07-11,Indiana Fever,IND vs. ATL,1,99,1
2025-07-11,Boston Celtics,BOS vs. MEM,1,92,1
