GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS
2019-03-06,Dallas Mavericks,DAL @ WAS,L,123
2019-03-06,Brooklyn Nets,BKN vs. CLE,W,113
2019-03-06,San Antonio Spurs,SAS @ ATL,W,111
2019-03-06,Stockton Kings,STO @ OKL,L,120
2019-03-06,Santa Cruz Warriors,SCW @ WIS,W,107
2019-03-06,Chicago Bulls,CHI vs. PHI,W,108
2019-03-06,Rio Grande Valley Vipers,RGV vs. RAP,L,97
2019-03-06,Los Angeles Lakers,LAL vs. DEN,L,99
2019-03-06,Atlanta Hawks,ATL vs. SAS,L,104
2019-03-06,Utah Jazz,UTA @ NOP,W,114
2019-03-06,Detroit Pistons,DET vs. MIN,W,131
2019-03-06,Boston Celtics,BOS @ SAC,W,111
2019-03-06,Charlotte Hornets,CHA vs. MIA,L,84
2019-03-06,Minnesota Timberwolves,MIN @ DET,L,114
2019-03-06,Cleveland Cavaliers,CLE @ BKN,L,107
2019-03-06,Wisconsin Herd,WIS vs. SCW,L,92
2019-03-05,Boston Celtics,BOS @ GSW,W,128
2019-03-05,Agua Caliente Clippers,ACC vs. MHU,L,120
2019-03-05,Greensboro Swarm,GBO vs. CAP,W,139
2019-03-05,Memphis Grizzlies,MEM vs. POR,W,120
2019-03-05,South Bay Lakers,SBL vs. NAS,L,100
2019-03-05,Chicago Bulls,CHI @ IND,L,96
2019-03-05,Oklahoma City Thunder,OKC @ MIN,L,120
2019-03-05,Houston Rockets,HOU @ TOR,W,107
2019-03-05,Austin Spurs,AUS @ ERI,L,115
2019-03-05,Indiana Pacers,IND vs. CHI,W,105
2019-03-05,Minnesota Timberwolves,MIN vs. OKC,W,131
2019-03-05,Philadelphia 76ers,PHI vs. ORL,W,114
2019-03-05,Northern Arizona Suns,NAS @ SBL,W,114
2019-03-05,Orlando Magic,ORL @ PHI,L,106
2019-03-05,Portland Trail Blazers,POR @ MEM,L,111
2019-03-05,Erie BayHawks,ERI vs. AUS,W,129
2019-03-05,Capital City Go-Go,CAP @ GBO,L,125
2019-03-05,Golden State Warriors,GSW vs. BOS,L,95
2019-03-05,Memphis Hustle,MHU @ ACC,W,138
2019-03-05,Toronto Raptors,TOR vs. HOU,L,95
2019-03-04,Delaware Blue Coats,DEL vs. FWN,W,112
2019-03-04,Brooklyn Nets,BKN vs. DAL,W,127
2019-03-04,Phoenix Suns,PHX vs. MIL,W,114
2019-03-04,Los Angeles Lakers,LAL vs. LAC,L,105
2019-03-04,Salt Lake City Stars,SLC vs. RAP,W,114
2019-03-04,Long Island Nets,LIN vs. CTN,W,106
2019-03-04,Sacramento Kings,SAC vs. NYK,W,115
2019-03-04,Dallas Mavericks,DAL @ BKN,L,88
2019-03-04,New Orleans Pelicans,NOP @ UTA,W,115
2019-03-04,Atlanta Hawks,ATL @ MIA,L,113
2019-03-04,Utah Jazz,UTA vs. NOP,L,112
2019-03-04,San Antonio Spurs,SAS vs. DEN,W,104
2019-03-04,Canton Charge,CTN @ LIN,L,102
2019-03-04,Milwaukee Bucks,MIL @ PHX,L,105
2019-03-04,New York Knicks,NYK @ SAC,L,108
2019-03-04,Raptors 905,RAP @ SLC,L,108
2019-03-04,LA Clippers,LAC @ LAL,W,113
2019-03-04,Fort Wayne Mad Ants,FWN @ DEL,L,99
2019-03-04,Miami Heat,MIA vs. ATL,W,114
2019-03-04,Denver Nuggets,DEN @ SAS,L,103
2019-03-03,Minnesota Timberwolves,MIN @ WAS,L,121
2019-03-03,Grand Rapids Drive,GRD @ MNE,W,102
2019-03-03,Boston Celtics,BOS vs. HOU,L,104
2019-03-03,Memphis Grizzlies,MEM @ OKC,L,95
2019-03-03,Northern Arizona Suns,NAS @ OKL,L,93
2019-03-03,Santa Cruz Warriors,SCW @ WCB,L,105
2019-03-03,Chicago Bulls,CHI vs. ATL,L,118
2019-03-03,Iowa Wolves,IWA vs. RGV,L,125
2019-03-03,Houston Rockets,HOU @ BOS,W,115
2019-03-03,Oklahoma City Thunder,OKC vs. MEM,W,99
2019-03-03,New York Knicks,NYK @ LAC,L,107
2019-03-03,Maine Red Claws,MNE vs. GRD,L,97
2019-03-03,Lakeland Magic,LAK vs. ERI,W,111
2019-03-03,Oklahoma City Blue,OKL vs. NAS,W,116
2019-03-03,LA Clippers,LAC vs. NYK,W,128
2019-03-03,Detroit Pistons,DET vs. TOR,W,112
2019-03-03,Cleveland Cavaliers,CLE vs. ORL,W,107
2019-03-03,Rio Grande Valley Vipers,RGV @ IWA,W,129
2019-03-03,Windy City Bulls,WCB vs. SCW,W,120
2019-03-03,Memphis Hustle,MHU @ STO,L,115
2019-03-03,Washington Wizards,WAS vs. MIN,W,135
2019-03-03,Erie BayHawks,ERI @ LAK,L,108
2019-03-03,Toronto Raptors,TOR @ DET,L,107
2019-03-03,Atlanta Hawks,ATL @ CHI,W,123
2019-03-03,Stockton Kings,STO vs. MHU,W,126
2019-03-03,Portland Trail Blazers,POR @ CHA,W,118
2019-03-03,Orlando Magic,ORL @ CLE,L,93
2019-03-03,Charlotte Hornets,CHA vs. POR,L,108
2019-03-02,Canton Charge,CTN vs. AUS,L,106
2019-03-02,Salt Lake City Stars,SLC @ SBL,L,109
2019-03-02,Memphis Grizzlies,MEM @ DAL,W,111
2019-03-02,Brooklyn Nets,BKN @ MIA,L,88
2019-03-02,New Orleans Pelicans,NOP @ DEN,W,120
2019-03-02,Westchester Knicks,WES @ WIS,W,123
2019-03-02,Wisconsin Herd,WIS vs. WES,L,95
2019-03-02,Long Island Nets,LIN @ GBO,W,115
2019-03-02,San Antonio Spurs,SAS vs. OKC,W,116
2019-03-02,Miami Heat,MIA vs. BKN,W,117
2019-03-02,Greensboro Swarm,GBO vs. LIN,L,114
2019-03-02,Sioux Falls Skyforce,SXF @ TEX,L,95
2019-03-02,Orlando Magic,ORL @ IND,W,117
2019-03-02,South Bay Lakers,SBL vs. SLC,W,118
2019-03-02,Indiana Pacers,IND vs. ORL,L,112
2019-03-02,Dallas Mavericks,DAL vs. MEM,L,81
2019-03-02,Utah Jazz,UTA vs. MIL,W,115
2019-03-02,Detroit Pistons,DET @ CLE,W,129
2019-03-02,Philadelphia 76ers,PHI vs. GSW,L,117
2019-03-02,Phoenix Suns,PHX vs. LAL,W,118
2019-03-02,Golden State Warriors,GSW @ PHI,W,120
2019-03-02,Texas Legends,TEX vs. SXF,W,110
2019-03-02,Austin Spurs,AUS @ CTN,W,117
2019-03-02,Cleveland Cavaliers,CLE vs. DET,L,93
2019-03-02,Milwaukee Bucks,MIL @ UTA,L,111
2019-03-02,Raptors 905,RAP vs. CAP,W,135
2019-03-02,Denver Nuggets,DEN vs. NOP,L,112
2019-03-02,Los Angeles Lakers,LAL @ PHX,L,109
2019-03-02,Oklahoma City Thunder,OKC @ SAS,L,102
2019-03-02,Capital City Go-Go,CAP @ RAP,L,119
2019-03-01,Toronto Raptors,TOR vs. POR,W,119
2019-03-01,Memphis Hustle,MHU @ SCW,L,93
2019-03-01,Milwaukee Bucks,MIL @ LAL,W,131
2019-03-01,Fort Wayne Mad Ants,FWN @ WIS,L,99
2019-03-01,Maine Red Claws,MNE vs. DEL,W,124
2019-03-01,Salt Lake City Stars,SLC vs. ACC,L,96
2019-03-01,Sioux Falls Skyforce,SXF vs. GRD,L,91
2019-03-01,Los Angeles Lakers,LAL vs. MIL,L,120
2019-03-01,Windy City Bulls,WCB vs. LAK,W,130
2019-03-01,Portland Trail Blazers,POR @ TOR,L,117
2019-03-01,Phoenix Suns,PHX vs. NOP,L,116
2019-03-01,Atlanta Hawks,ATL vs. CHI,L,161
2019-03-01,Brooklyn Nets,BKN vs. CHA,L,112
2019-03-01,Santa Cruz Warriors,SCW vs. MHU,W,114
2019-03-01,Lakeland Magic,LAK @ WCB,L,102
2019-03-01,Boston Celtics,BOS vs. WAS,W,107
2019-03-01,Grand Rapids Drive,GRD @ SXF,W,107
2019-03-01,Washington Wizards,WAS @ BOS,L,96
2019-03-01,Charlotte Hornets,CHA @ BKN,W,123
2019-03-01,LA Clippers,LAC @ SAC,W,116
2019-03-01,Chicago Bulls,CHI @ ATL,W,168
2019-03-01,Northern Arizona Suns,NAS vs. OKL,L,113
2019-03-01,Oklahoma City Blue,OKL @ NAS,W,127
2019-03-01,Sacramento Kings,SAC vs. LAC,L,109
2019-03-01,New Orleans Pelicans,NOP @ PHX,W,130
2019-03-01,Agua Caliente Clippers,ACC @ SLC,W,105
2019-03-01,Delaware Blue Coats,DEL @ MNE,L,102
2019-03-01,Wisconsin Herd,WIS vs. FWN,W,101
2019-02-28,Cleveland Cavaliers,CLE @ NYK,W,125
2019-02-28,Stockton Kings,STO vs. SBL,W,122
2019-02-28,Miami Heat,MIA @ HOU,L,118
2019-02-28,Raptors 905,RAP @ CTN,L,114
2019-02-28,South Bay Lakers,SBL @ STO,L,115
2019-02-28,Denver Nuggets,DEN vs. UTA,L,104
2019-02-28,Utah Jazz,UTA @ DEN,W,111
2019-02-28,Indiana Pacers,IND vs. MIN,W,122
2019-02-28,Philadelphia 76ers,PHI @ OKC,W,108
2019-02-28,Capital City Go-Go,CAP vs. ERI,W,131
2019-02-28,Texas Legends,TEX @ ACC,L,117
2019-02-28,New York Knicks,NYK vs. CLE,L,118
2019-02-28,Erie BayHawks,ERI @ CAP,L,123
2019-02-28,Rio Grande Valley Vipers,RGV @ AUS,W,128
2019-02-28,Westchester Knicks,WES @ GBO,L,116
2019-02-28,Minnesota Timberwolves,MIN @ IND,L,115
2019-02-28,Golden State Warriors,GSW @ ORL,L,96
2019-02-28,Houston Rockets,HOU vs. MIA,W,121
2019-02-28,Greensboro Swarm,GBO vs. WES,W,122
2019-02-28,Orlando Magic,ORL vs. GSW,W,103
2019-02-28,Austin Spurs,AUS vs. RGV,L,113
2019-02-28,Oklahoma City Thunder,OKC vs. PHI,L,104
2019-02-28,Canton Charge,CTN vs. RAP,W,116
2019-02-28,Agua Caliente Clippers,ACC vs. TEX,W,125
2019-02-27,Washington Wizards,WAS @ BKN,W,125
2019-02-27,Milwaukee Bucks,MIL @ SAC,W,141
2019-02-27,Windy City Bulls,WCB @ SXF,W,116
2019-02-27,Santa Cruz Warriors,SCW vs. GRD,L,99
2019-02-27,LA Clippers,LAC @ UTA,L,105
2019-02-27,Wisconsin Herd,WIS @ OKL,L,109
2019-02-27,Portland Trail Blazers,POR @ BOS,W,97
2019-02-27,Houston Rockets,HOU @ CHA,W,118
2019-02-27,Long Island Nets,LIN vs. DEL,W,115
2019-02-27,Sioux Falls Skyforce,SXF vs. WCB,L,111
2019-02-27,Charlotte Hornets,CHA vs. HOU,L,113
2019-02-27,Utah Jazz,UTA vs. LAC,W,111
2019-02-27,Boston Celtics,BOS vs. POR,L,92
2019-02-27,Golden State Warriors,GSW @ MIA,L,125
2019-02-27,New Orleans Pelicans,NOP @ LAL,L,119
2019-02-27,Memphis Grizzlies,MEM vs. CHI,L,107
2019-02-27,Oklahoma City Blue,OKL vs. WIS,W,111
2019-02-27,Brooklyn Nets,BKN vs. WAS,L,116
2019-02-27,Miami Heat,MIA vs. GSW,W,126
2019-02-27,Delaware Blue Coats,DEL @ LIN,L,106
2019-02-27,Atlanta Hawks,ATL vs. MIN,W,131
2019-02-27,Indiana Pacers,IND @ DAL,L,101
2019-02-27,Chicago Bulls,CHI @ MEM,W,109
2019-02-27,San Antonio Spurs,SAS vs. DET,W,105
2019-02-27,Grand Rapids Drive,GRD @ SCW,W,109
2019-02-27,Detroit Pistons,DET @ SAS,L,93
2019-02-27,Los Angeles Lakers,LAL vs. NOP,W,125
2019-02-27,Minnesota Timberwolves,MIN @ ATL,L,123
2019-02-27,Sacramento Kings,SAC vs. MIL,L,140
2019-02-27,Dallas Mavericks,DAL vs. IND,W,110
2019-02-26,Rio Grande Valley Vipers,RGV @ MHU,L,113
2019-02-26,Canton Charge,CTN vs. FWN,W,122
2019-02-26,New York Knicks,NYK vs. ORL,W,108
2019-02-26,Stockton Kings,STO vs. TEX,W,116
2019-02-26,Texas Legends,TEX @ STO,L,109
2019-02-26,Toronto Raptors,TOR vs. BOS,W,118
2019-02-26,Oklahoma City Thunder,OKC @ DEN,L,112
2019-02-26,Memphis Hustle,MHU vs. RGV,W,122
2019-02-26,Fort Wayne Mad Ants,FWN @ CTN,L,115
2019-02-26,Boston Celtics,BOS @ TOR,L,95
2019-02-26,Capital City Go-Go,CAP vs. LAK,L,98
2019-02-26,Orlando Magic,ORL @ NYK,L,103
2019-02-26,Austin Spurs,AUS @ ACC,L,111
2019-02-26,Lakeland Magic,LAK @ CAP,W,109
2019-02-26,Agua Caliente Clippers,ACC vs. AUS,W,116
2019-02-26,Denver Nuggets,DEN vs. OKC,W,121
2019-02-25,Dallas Mavericks,DAL @ LAC,L,112
2019-02-25,Houston Rockets,HOU vs. ATL,W,119
2019-02-25,Indiana Pacers,IND @ DET,L,109
2019-02-25,Miami Heat,MIA vs. PHX,L,121
2019-02-25,Milwaukee Bucks,MIL @ CHI,W,117
2019-02-25,Iowa Wolves,IWA @ SLC,L,117
2019-02-25,Portland Trail Blazers,POR @ CLE,W,123
2019-02-25,Minnesota Timberwolves,MIN vs. SAC,W,112
2019-02-25,Golden State Warriors,GSW @ CHA,W,121
2019-02-25,New Orleans Pelicans,NOP vs. PHI,L,110
2019-02-25,Sacramento Kings,SAC @ MIN,L,105
2019-02-25,San Antonio Spurs,SAS @ BKN,L,85
2019-02-25,LA Clippers,LAC vs. DAL,W,121
2019-02-25,Philadelphia 76ers,PHI @ NOP,W,111
2019-02-25,Phoenix Suns,PHX @ MIA,W,124
2019-02-25,Cleveland Cavaliers,CLE vs. POR,L,110
2019-02-25,Salt Lake City Stars,SLC vs. IWA,W,121
2019-02-25,Charlotte Hornets,CHA vs. GSW,L,110
2019-02-25,Chicago Bulls,CHI vs. MIL,L,106
2019-02-25,Atlanta Hawks,ATL @ HOU,L,111
2019-02-25,Memphis Grizzlies,MEM vs. LAL,W,110
2019-02-25,Brooklyn Nets,BKN vs. SAS,W,101
2019-02-25,Los Angeles Lakers,LAL @ MEM,L,105
2019-02-25,Detroit Pistons,DET vs. IND,W,113
2019-02-24,Austin Spurs,AUS @ ACC,L,96
2019-02-24,LA Clippers,LAC @ DEN,L,96
2019-02-24,Maine Red Claws,MNE vs. WCB,W,121
2019-02-24,Wisconsin Herd,WIS vs. GBO,L,105
2019-02-24,New York Knicks,NYK vs. SAS,W,130
2019-02-24,Santa Cruz Warriors,SCW vs. OKL,W,124
2019-02-24,Greensboro Swarm,GBO @ WIS,W,107
2019-02-24,Denver Nuggets,DEN vs. LAC,W,123
2019-02-24,Toronto Raptors,TOR vs. ORL,L,98
2019-02-24,Orlando Magic,ORL @ TOR,W,113
2019-02-24,San Antonio Spurs,SAS @ NYK,L,118
2019-02-24,Lakeland Magic,LAK @ WES,L,92
2019-02-24,Sioux Falls Skyforce,SXF @ RAP,L,102
2019-02-24,Oklahoma City Blue,OKL @ SCW,L,114
2019-02-24,Windy City Bulls,WCB @ MNE,L,113
2019-02-24,Memphis Hustle,MHU @ LIN,L,132
2019-02-24,Westchester Knicks,WES vs. LAK,W,112
2019-02-24,Agua Caliente Clippers,ACC vs. AUS,W,110
2019-02-24,Long Island Nets,LIN vs. MHU,W,137
2019-02-24,Raptors 905,RAP vs. SXF,W,119
2019-02-23,Detroit Pistons,DET @ MIA,W,119
2019-02-23,Canton Charge,CTN @ FWN,W,100
2019-02-23,Iowa Wolves,IWA @ TEX,W,122
2019-02-23,Minnesota Timberwolves,MIN @ MIL,L,128
2019-02-23,Phoenix Suns,PHX @ ATL,L,112
2019-02-23,Dallas Mavericks,DAL @ UTA,L,109
2019-02-23,Memphis Grizzlies,MEM @ CLE,L,107
2019-02-23,Northern Arizona Suns,NAS @ STO,L,113
2019-02-23,Capital City Go-Go,CAP @ ERI,L,104
2019-02-23,Texas Legends,TEX vs. IWA,L,101
2019-02-23,Erie BayHawks,ERI vs. CAP,W,110
2019-02-23,Chicago Bulls,CHI vs. BOS,W,126
2019-02-23,Charlotte Hornets,CHA vs. BKN,L,115
2019-02-23,Philadelphia 76ers,PHI vs. POR,L,115
2019-02-23,Washington Wizards,WAS vs. IND,L,112
2019-02-23,Brooklyn Nets,BKN @ CHA,W,117
2019-02-23,Utah Jazz,UTA vs. DAL,W,125
2019-02-23,Houston Rockets,HOU @ GSW,W,118
2019-02-23,New Orleans Pelicans,NOP vs. LAL,W,128
2019-02-23,Portland Trail Blazers,POR @ PHI,W,130
2019-02-23,Miami Heat,MIA vs. DET,L,96
2019-02-23,Golden State Warriors,GSW vs. HOU,L,112
2019-02-23,Fort Wayne Mad Ants,FWN vs. CTN,L,99
2019-02-23,Stockton Kings,STO vs. NAS,W,114
2019-02-23,Oklahoma City Thunder,OKC vs. SAC,L,116
2019-02-23,Boston Celtics,BOS @ CHI,L,116
2019-02-23,Los Angeles Lakers,LAL @ NOP,L,115
2019-02-23,Long Island Nets,LIN @ RAP,W,114
2019-02-23,Indiana Pacers,IND @ WAS,W,119
2019-02-23,Atlanta Hawks,ATL vs. PHX,W,120
2019-02-23,Cleveland Cavaliers,CLE vs. MEM,W,112
2019-02-23,Milwaukee Bucks,MIL vs. MIN,W,140
2019-02-23,Sacramento Kings,SAC @ OKC,W,119
2019-02-23,Raptors 905,RAP vs. LIN,L,106
2019-02-22,Capital City Go-Go,CAP vs. GBO,W,111
2019-02-22,Austin Spurs,AUS @ SBL,L,95
2019-02-22,Rio Grande Valley Vipers,RGV vs. IWA,W,142
2019-02-22,Minnesota Timberwolves,MIN @ NYK,W,115
2019-02-22,Lakeland Magic,LAK vs. SLC,L,107
2019-02-22,Stockton Kings,STO vs. OKL,W,110
2019-02-22,San Antonio Spurs,SAS @ TOR,L,117
2019-02-22,New Orleans Pelicans,NOP @ IND,L,111
2019-02-22,South Bay Lakers,SBL vs. AUS,W,115
2019-02-22,Agua Caliente Clippers,ACC @ WIS,W,121
2019-02-22,Orlando Magic,ORL vs. CHI,L,109
2019-02-22,Salt Lake City Stars,SLC @ LAK,W,112
2019-02-22,Chicago Bulls,CHI @ ORL,W,110
2019-02-22,Maine Red Claws,MNE @ DEL,W,112
2019-02-22,Detroit Pistons,DET @ ATL,W,125
2019-02-22,Toronto Raptors,TOR vs. SAS,W,120
2019-02-22,Iowa Wolves,IWA @ RGV,L,117
2019-02-22,Erie BayHawks,ERI vs. CTN,L,95
2019-02-22,Utah Jazz,UTA @ OKC,L,147
2019-02-22,Delaware Blue Coats,DEL vs. MNE,L,109
2019-02-22,Windy City Bulls,WCB vs. FWN,W,119
2019-02-22,Denver Nuggets,DEN @ DAL,W,114
2019-02-22,Charlotte Hornets,CHA vs. WAS,W,123
2019-02-22,Fort Wayne Mad Ants,FWN @ WCB,L,112
2019-02-22,Westchester Knicks,WES vs. GRD,W,120
2019-02-22,Oklahoma City Blue,OKL @ STO,L,105
2019-02-22,Atlanta Hawks,ATL vs. DET,L,122
2019-02-22,Dallas Mavericks,DAL vs. DEN,L,104
2019-02-22,Memphis Grizzlies,MEM vs. LAC,L,106
2019-02-22,Wisconsin Herd,WIS vs. ACC,L,93
2019-02-22,LA Clippers,LAC @ MEM,W,112
2019-02-22,Washington Wizards,WAS @ CHA,L,110
2019-02-22,Canton Charge,CTN @ ERI,W,104
2019-02-22,Grand Rapids Drive,GRD @ WES,L,106
2019-02-22,New York Knicks,NYK vs. MIN,L,104
2019-02-22,Greensboro Swarm,GBO @ CAP,L,108
2019-02-22,Oklahoma City Thunder,OKC vs. UTA,W,148
2019-02-22,Indiana Pacers,IND vs. NOP,W,126
2019-02-21,Phoenix Suns,PHX @ CLE,L,98
2019-02-21,Miami Heat,MIA @ PHI,L,102
2019-02-21,Golden State Warriors,GSW vs. SAC,W,125
2019-02-21,Brooklyn Nets,BKN vs. POR,L,99
2019-02-21,Philadelphia 76ers,PHI vs. MIA,W,106
2019-02-21,Milwaukee Bucks,MIL vs. BOS,W,98
2019-02-21,Los Angeles Lakers,LAL vs. HOU,W,111
2019-02-21,Sioux Falls Skyforce,SXF @ LIN,L,108
2019-02-21,Long Island Nets,LIN vs. SXF,W,130
2019-02-21,Boston Celtics,BOS @ MIL,L,97
2019-02-21,Portland Trail Blazers,POR @ BKN,W,113
2019-02-21,Houston Rockets,HOU @ LAL,L,106
2019-02-21,Cleveland Cavaliers,CLE vs. PHX,W,111
2019-02-21,Sacramento Kings,SAC @ GSW,L,123
2019-02-20,Greensboro Swarm,GBO @ CTN,L,94
2019-02-20,Canton Charge,CTN vs. GBO,W,96
2019-02-20,Capital City Go-Go,CAP @ LAK,L,109
2019-02-20,Salt Lake City Stars,SLC @ MHU,L,119
2019-02-20,Fort Wayne Mad Ants,FWN @ DEL,L,129
2019-02-20,Lakeland Magic,LAK vs. CAP,W,120
2019-02-20,Westchester Knicks,WES vs. MNE,W,109
2019-02-20,Agua Caliente Clippers,ACC @ WCB,W,111
2019-02-20,Delaware Blue Coats,DEL vs. FWN,W,140
2019-02-20,Raptors 905,RAP vs. WIS,W,110
2019-02-20,Grand Rapids Drive,GRD vs. ERI,W,142
2019-02-20,Texas Legends,TEX @ IWA,L,111
2019-02-20,Memphis Hustle,MHU vs. SLC,W,122
2019-02-20,Northern Arizona Suns,NAS vs. SBL,W,130
2019-02-20,Stockton Kings,STO vs. SCW,W,117
2019-02-20,Iowa Wolves,IWA vs. TEX,W,121
2019-02-20,Oklahoma City Blue,OKL vs. RGV,L,120
2019-02-20,Erie BayHawks,ERI @ GRD,L,112
2019-02-20,Windy City Bulls,WCB vs. ACC,L,107
2019-02-20,South Bay Lakers,SBL @ NAS,L,126
2019-02-20,Wisconsin Herd,WIS @ RAP,L,108
2019-02-20,Rio Grande Valley Vipers,RGV @ OKL,W,122
2019-02-20,Santa Cruz Warriors,SCW @ STO,L,112
2019-02-20,Maine Red Claws,MNE @ WES,L,91
2019-02-14,New Orleans Pelicans,NOP vs. OKC,W,131
2019-02-14,Oklahoma City Thunder,OKC @ NOP,L,122
2019-02-14,Atlanta Hawks,ATL vs. NYK,L,91
2019-02-14,New York Knicks,NYK @ ATL,W,106
2019-02-14,Orlando Magic,ORL vs. CHA,W,127
2019-02-14,Greensboro Swarm,GBO @ GRD,L,96
2019-02-14,Grand Rapids Drive,GRD vs. GBO,W,104
2019-02-14,Charlotte Hornets,CHA @ ORL,L,89
2019-02-13,Chicago Bulls,CHI vs. MEM,W,122
2019-02-13,New York Knicks,NYK vs. PHI,L,111
2019-02-13,Boston Celtics,BOS vs. DET,W,118
2019-02-13,Golden State Warriors,GSW @ POR,L,107
2019-02-13,Miami Heat,MIA @ DAL,W,112
2019-02-13,Capital City Go-Go,CAP @ DEL,W,117
2019-02-13,Memphis Grizzlies,MEM @ CHI,L,110
2019-02-13,Brooklyn Nets,BKN @ CLE,W,148
2019-02-13,Memphis Hustle,MHU vs. IWA,L,116
2019-02-13,Sacramento Kings,SAC @ DEN,L,118
2019-02-13,Maine Red Claws,MNE @ ERI,W,130
2019-02-13,Erie BayHawks,ERI vs. MNE,L,128
2019-02-13,Raptors 905,RAP vs. SCW,L,111
2019-02-13,Toronto Raptors,TOR vs. WAS,W,129
2019-02-13,Lakeland Magic,LAK vs. FWN,L,123
2019-02-13,Salt Lake City Stars,SLC @ STO,W,126
2019-02-13,Texas Legends,TEX vs. SBL,W,122
2019-02-13,Philadelphia 76ers,PHI @ NYK,W,126
2019-02-13,Detroit Pistons,DET @ BOS,L,110
2019-02-13,South Bay Lakers,SBL @ TEX,L,105
2019-02-13,Washington Wizards,WAS @ TOR,L,120
2019-02-13,Indiana Pacers,IND vs. MIL,L,97
2019-02-13,Cleveland Cavaliers,CLE vs. BKN,L,139
2019-02-13,LA Clippers,LAC vs. PHX,W,134
2019-02-13,Iowa Wolves,IWA @ MHU,W,136
2019-02-13,Milwaukee Bucks,MIL @ IND,W,106
2019-02-13,Fort Wayne Mad Ants,FWN @ LAK,W,127
2019-02-13,Dallas Mavericks,DAL vs. MIA,L,101
2019-02-13,Delaware Blue Coats,DEL vs. CAP,L,115
2019-02-13,Phoenix Suns,PHX @ LAC,L,107
2019-02-13,Houston Rockets,HOU @ MIN,L,111
2019-02-13,Portland Trail Blazers,POR vs. GSW,W,129
2019-02-13,Denver Nuggets,DEN vs. SAC,W,120
2019-02-13,Santa Cruz Warriors,SCW @ RAP,W,114
2019-02-13,Minnesota Timberwolves,MIN vs. HOU,W,121
2019-02-13,Stockton Kings,STO vs. SLC,L,118
2019-02-12,Wisconsin Herd,WIS @ WCB,L,110
2019-02-12,New Orleans Pelicans,NOP vs. ORL,L,88
2019-02-12,Rio Grande Valley Vipers,RGV @ NAS,L,112
2019-02-12,Orlando Magic,ORL @ NOP,W,118
2019-02-12,Philadelphia 76ers,PHI vs. BOS,L,109
2019-02-12,Grand Rapids Drive,GRD vs. GBO,L,117
2019-02-12,Capital City Go-Go,CAP vs. WES,W,118
2019-02-12,Boston Celtics,BOS @ PHI,W,112
2019-02-12,Greensboro Swarm,GBO @ GRD,W,118
2019-02-12,San Antonio Spurs,SAS @ MEM,W,108
2019-02-12,Westchester Knicks,WES @ CAP,L,115
2019-02-12,Memphis Grizzlies,MEM vs. SAS,L,107
2019-02-12,Northern Arizona Suns,NAS vs. RGV,W,117
2019-02-12,Los Angeles Lakers,LAL @ ATL,L,113
2019-02-12,Golden State Warriors,GSW vs. UTA,W,115
2019-02-12,Utah Jazz,UTA @ GSW,L,108
2019-02-12,Windy City Bulls,WCB vs. WIS,W,126
2019-02-12,Atlanta Hawks,ATL vs. LAL,W,117
2019-02-11,Washington Wizards,WAS @ DET,L,112
2019-02-11,Minnesota Timberwolves,MIN vs. LAC,W,130
2019-02-11,Stockton Kings,STO @ IWA,L,130
2019-02-11,Denver Nuggets,DEN vs. MIA,W,103
2019-02-11,Indiana Pacers,IND vs. CHA,W,99
2019-02-11,Delaware Blue Coats,DEL vs. ERI,W,108
2019-02-11,Cleveland Cavaliers,CLE vs. NYK,W,107
2019-02-11,Detroit Pistons,DET vs. WAS,W,121
2019-02-11,Iowa Wolves,IWA vs. STO,W,136
2019-02-11,LA Clippers,LAC @ MIN,L,120
2019-02-11,Dallas Mavericks,DAL @ HOU,L,104
2019-02-11,Chicago Bulls,CHI vs. MIL,L,99
2019-02-11,Portland Trail Blazers,POR @ OKC,L,111
2019-02-11,Oklahoma City Thunder,OKC vs. POR,W,120
2019-02-11,Erie BayHawks,ERI @ DEL,L,100
2019-02-11,Long Island Nets,LIN @ LAK,L,109
2019-02-11,Charlotte Hornets,CHA @ IND,L,90
2019-02-11,Toronto Raptors,TOR vs. BKN,W,127
2019-02-11,New York Knicks,NYK @ CLE,L,104
2019-02-11,Maine Red Claws,MNE @ RAP,L,112
2019-02-11,Raptors 905,RAP vs. MNE,W,121
2019-02-11,Lakeland Magic,LAK vs. LIN,W,112
2019-02-11,Brooklyn Nets,BKN @ TOR,L,125
2019-02-11,Miami Heat,MIA @ DEN,L,87
2019-02-11,Milwaukee Bucks,MIL @ CHI,W,112
2019-02-11,Houston Rockets,HOU vs. DAL,W,120
2019-02-10,South Bay Lakers,SBL @ OKL,W,113
2019-02-10,Sacramento Kings,SAC vs. PHX,W,117
2019-02-10,Salt Lake City Stars,SLC @ AUS,W,99
2019-02-10,Santa Cruz Warriors,SCW @ FWN,W,114
2019-02-10,Canton Charge,CTN @ WIS,L,106
2019-02-10,Rio Grande Valley Vipers,RGV @ ACC,W,130
2019-02-10,Fort Wayne Mad Ants,FWN vs. SCW,L,104
2019-02-10,Agua Caliente Clippers,ACC vs. RGV,L,97
2019-02-10,Atlanta Hawks,ATL vs. ORL,L,108
2019-02-10,Wisconsin Herd,WIS vs. CTN,W,117
2019-02-10,Miami Heat,MIA @ GSW,L,118
